gene_callers_id	source	accession	function	e_value
848	COG20_FUNCTION	COG0476!!!COG0607	Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579)!!!Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	2.8e-53
849	COG20_FUNCTION	COG4991	Uncharacterized conserved protein YraI (YraI) (PDB:2E52)	2.1e-49
850	COG20_FUNCTION	COG1454	Alcohol dehydrogenase, class IV (EutG) (PDB:6AHC)	5.2e-155
851	COG20_FUNCTION	COG0189	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily (LysX) (PDB:1GLV)	2.4e-96
852	COG20_FUNCTION	COG0606	Predicted Mg-chelatase, contains ChlI-like and ATPase domains, YifB family (YifB)	5.6e-181
853	COG20_FUNCTION	COG0642!!!COG0784!!!COG2202	Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!PAS domain (PAS) (PDB:2MWG)	1.8e-123
854	COG20_FUNCTION	COG0249	DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M)	1.1e-245
855	COG20_FUNCTION	COG0682	Prolipoprotein diacylglyceryltransferase (Lgt) (PDB:5AZB)	1.1e-30
856	COG20_FUNCTION	COG3794	Plastocyanin (PetE) (PDB:3BQV)	2.8e-27
857	COG20_FUNCTION	COG2314	Uncharacterized membrane protein YozV, TM2 domain, contains pTyr (TM2) (PUBMED:27148221)	2.4e-19
858	COG20_FUNCTION	COG3324	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)	8.8e-28
860	COG20_FUNCTION	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein (Apt) (PDB:1QB7)	9.7e-56
861	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	1e-22
862	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	8.7e-105
863	COG20_FUNCTION	COG0404	Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)	1.1e-140
864	COG20_FUNCTION	COG0788	Formyltetrahydrofolate hydrolase (PurU) (PDB:3O1L)	1.9e-117
865	COG20_FUNCTION	COG0685	5,10-methylenetetrahydrofolate reductase (MetF) (PDB:1B5T)	3e-75
866	COG20_FUNCTION	COG0174	Glutamine synthetase (GlnA) (PDB:1F1H)	3.9e-101
869	COG20_FUNCTION	COG4191	Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)	1.5e-47
870	COG20_FUNCTION	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)	1.1e-116
871	COG20_FUNCTION	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)	6.9e-108
872	COG20_FUNCTION	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)	1.5e-37
873	COG20_FUNCTION	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)	5.5e-175
874	COG20_FUNCTION	COG0389	Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair (DinP) (PDB:4R8U) (PUBMED:16544291)	2.4e-103
876	COG20_FUNCTION	COG4172	ABC-type microcin C transport system, duplicated ATPase component YejF (YejF) (PUBMED:17873039)	1.4e-182
878	COG20_FUNCTION	COG0784	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)	1e-49
879	COG20_FUNCTION	COG3706	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain (PleD) (PDB:1W25)	3.4e-137
880	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	2.4e-46
881	COG20_FUNCTION	COG1246	N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)	8.1e-14
883	COG20_FUNCTION	COG4961	Flp pilus assembly protein TadG, includes N-terminal TadE domain (TadG) (PUBMED:12010986)	6e-07
884	COG20_FUNCTION	COG4961	Flp pilus assembly protein TadG, includes N-terminal TadE domain (TadG) (PUBMED:12010986)	2.6e-08
885	COG20_FUNCTION	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold (YliI) (PDB:1C9U)	4.6e-09
891	COG20_FUNCTION	COG4585	Signal transduction histidine kinase ComP (ComP) (PDB:4GT8)	4.2e-113
893	COG20_FUNCTION	COG0204!!!COG0318	1-acyl-sn-glycerol-3-phosphate acyltransferase (PlsC) (PDB:1IUQ)!!!O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)	3.2e-173
894	COG20_FUNCTION	COG3143	Phosphoaspartate phosphatase CheZ, dephosphorylates CheY~P (CheZ) (PDB:1KMI)	3.9e-50
896	COG20_FUNCTION	COG1175	ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)	5.1e-82
897	COG20_FUNCTION	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)	1.2e-136
899	COG20_FUNCTION	COG3119	Arylsulfatase A or related enzyme, AlkP superfamily (AslA) (PDB:1E1Z)	7.6e-232
900	COG20_FUNCTION	COG2358	TRAP-type uncharacterized transport system, periplasmic component (Imp) (PDB:1US4)	2.2e-64
901	COG20_FUNCTION	COG4666	TRAP-type uncharacterized transport system, fused permease components	2.8e-110
902	COG20_FUNCTION	COG1414	DNA-binding transcriptional regulator, IclR family (IclR) (PDB:1MKM)	1.1e-28
903	COG20_FUNCTION	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	2.3e-96
904	COG20_FUNCTION	COG1475	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)	2.3e-65
905	COG20_FUNCTION	COG1413	HEAT repeat (HEAT) (PDB:1OYZ)	2e-29
906	COG20_FUNCTION	COG1936	Broad-specificity NMP kinase (Fap7) (PDB:1RKB)	2.9e-51
907	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	3.7e-100
908	COG20_FUNCTION	COG0443	Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33)	1.8e-80
910	COG20_FUNCTION	COG1840	ABC-type Fe3+ transport system, periplasmic component (AfuA) (PDB:6IVY)	2.7e-118
911	COG20_FUNCTION	COG1178	ABC-type Fe3+ transport system, permease component (FbpB)	1.1e-148
912	COG20_FUNCTION	COG2982	Uncharacterized conserved protein AsmA involved in outer membrane biogenesis (AsmA)	9.2e-10
913	COG20_FUNCTION	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily (SpoT) (PDB:1TDJ)	1.9e-41
914	COG20_FUNCTION	COG3216	Uncharacterized conserved protein, DUF2062 family	2.8e-23
915	COG20_FUNCTION	COG0854	Pyridoxine 5'-phosphate synthase PdxJ (PdxJ) (PDB:1HO1)	2e-86
916	COG20_FUNCTION	COG0736	Phosphopantetheinyl transferase (holo-ACP synthase) (AcpS) (PDB:1F7L)	1.6e-23
918	COG20_FUNCTION	COG3805	Aromatic ring-cleaving dioxygenase (DodA) (PDB:2NYH)	4.9e-42
919	COG20_FUNCTION	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)	8.9e-69
920	COG20_FUNCTION	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin) (AhpC) (PDB:2RII)	5.7e-67
921	COG20_FUNCTION	COG0783	DNA-binding ferritin-like protein (oxidative damage protectant) (Dps) (PDB:1DPS)	2.1e-35
922	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	3.7e-43
923	COG20_FUNCTION	COG0001	Glutamate-1-semialdehyde aminotransferase (HemL) (PDB:2CFB)	3.8e-112
924	COG20_FUNCTION	COG0673	Predicted dehydrogenase (MviM) (PDB:3UUW)	1.1e-113
925	COG20_FUNCTION	COG1083	CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family (NeuA) (PDB:1EYR)	5.4e-78
926	COG20_FUNCTION	COG1208!!!COG2905	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s (GCD1) (PDB:6JQ8)!!!Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains	2.6e-100
927	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	9.8e-112
928	COG20_FUNCTION	COG1157	Flagellar biosynthesis/type III secretory pathway ATPase FliI (FliI) (PDB:5B0O)	1.6e-169
930	COG20_FUNCTION	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE)	7.7e-07
931	COG20_FUNCTION	COG1419	Flagellar biosynthesis GTPase FlhF (FlhF) (PDB:3SYN)	3.1e-21
932	COG20_FUNCTION	COG1298	Flagellar biosynthesis protein FlhA (FlhA) (PDB:6AI0)	1.9e-198
935	COG20_FUNCTION	COG2824	Uncharacterized Zn-ribbon-containing protein (PhnA) (PDB:2AKK)	5.4e-60
936	COG20_FUNCTION	COG0784	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)	3.5e-42
938	COG20_FUNCTION	COG2350	YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)	4.5e-29
939	COG20_FUNCTION	COG3384	Aromatic ring-opening dioxygenase, catalytic subunit, LigB family (LigB) (PDB:2PW6) (PUBMED:23258706)	1.4e-120
941	COG20_FUNCTION	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	6.2e-71
942	COG20_FUNCTION	COG1802	DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)	7.7e-64
943	COG20_FUNCTION	COG0404	Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)	5.4e-215
944	COG20_FUNCTION	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)	9.1e-108
945	COG20_FUNCTION	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)	4.7e-44
946	COG20_FUNCTION	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)	2.4e-35
947	COG20_FUNCTION	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)	6.6e-113
948	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	4.8e-190
949	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	5.4e-56
950	COG20_FUNCTION	COG0145!!!COG0146	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit (HyuA)!!!N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit (HyuB) (PDB:5L9W)	3.5e-182
951	COG20_FUNCTION	COG1171	Threonine deaminase (IlvA) (PDB:3IAU)	4.5e-72
952	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	6.4e-39
955	COG20_FUNCTION	COG0059	Ketol-acid reductoisomerase (IlvC) (PDB:1NP3)	4.5e-160
956	COG20_FUNCTION	COG0440	Acetolactate synthase, small subunit (IlvH) (PDB:2F1F)	3.6e-52
957	COG20_FUNCTION	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD)	9.9e-243
959	COG20_FUNCTION	COG2186	DNA-binding transcriptional regulator, FadR family (FadR) (PDB:1E2X)	6.4e-69
960	COG20_FUNCTION	COG3718	5-deoxy-D-glucuronate isomerase (IolB) (PDB:2QJV)	1.2e-123
961	COG20_FUNCTION	COG3962	TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism (IolD)	4e-242
962	COG20_FUNCTION	COG0524!!!COG3892	Sugar or nucleoside kinase, ribokinase family (RbsK) (PDB:2QCV)!!!Myo-inositol catabolism protein LolC (IolC)	7.6e-84
963	COG20_FUNCTION	COG2223	Nitrate/nitrite transporter NarK (NarK) (PDB:4JR9)	7.8e-16
964	COG20_FUNCTION	COG1251	NAD(P)H-nitrite reductase, large subunit (NirB)	0
965	COG20_FUNCTION	COG2146	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase (NirD) (PDB:1FQT) (PUBMED:23844911)	5.8e-35
966	COG20_FUNCTION	COG0243!!!COG2906	Anaerobic selenocysteine-containing dehydrogenase (BisC) (PDB:1EU1)!!!Bacterioferritin-associated ferredoxin (Bfd) (PDB:6E6R)	3.7e-38
967	COG20_FUNCTION	COG0701	Uncharacterized membrane protein YraQ, UPF0718 family (YraQ)	7.1e-62
968	COG20_FUNCTION	COG0640	DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)	5e-22
969	COG20_FUNCTION	COG4094	Uncharacterized membrane protein	1.9e-13
971	COG20_FUNCTION	COG3153	Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG)	7.3e-31
972	COG20_FUNCTION	COG0625	Glutathione S-transferase (GstA) (PDB:1A0F)	4.4e-57
973	COG20_FUNCTION	COG0640	DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)	2.3e-28
974	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	2.2e-76
975	COG20_FUNCTION	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)	4.3e-25
976	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	2.4e-38
977	COG20_FUNCTION	COG3284	Transcriptional regulator DhaR of acetoin/glycerol metabolism (AcoR) (PDB:4LRX)	1e-118
978	COG20_FUNCTION	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)	3.6e-81
979	COG20_FUNCTION	COG0489!!!COG3206	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family (Mrp) (PDB:2PH1) (PUBMED:18616280;19114487;31709520)!!!Exopolysaccharide export protein/domain GumC/Wzc1 (GumC) (PUBMED:15003255;23089617)	1.3e-38
980	COG20_FUNCTION	COG0394	Protein-tyrosine-phosphatase (Wzb) (PDB:4D74) (PUBMED:26641313)	3.9e-31
981	COG20_FUNCTION	COG1596	Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold (Wza) (PDB:2J58) (PUBMED:17250770)	3.6e-68
982	COG20_FUNCTION	COG0656	Aldo/keto reductase, related to diketogulonate reductase (ARA1) (PDB:1Q13)	1.7e-94
983	COG20_FUNCTION	COG1129	ABC-type sugar transport system, ATPase component (MglA)	5.3e-103
984	COG20_FUNCTION	COG4214	ABC-type xylose transport system, permease component (XylH)	3.4e-132
985	COG20_FUNCTION	COG0488	ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD)	1.7e-231
986	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	1.3e-21
987	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	1.3e-41
989	COG20_FUNCTION	COG0637	Beta-phosphoglucomutase, HAD superfamily (YcjU) (PDB:3E58) (PUBMED:29684280)	7.2e-27
990	COG20_FUNCTION	COG0637	Beta-phosphoglucomutase, HAD superfamily (YcjU) (PDB:3E58) (PUBMED:29684280)	2.1e-31
991	COG20_FUNCTION	COG0637	Beta-phosphoglucomutase, HAD superfamily (YcjU) (PDB:3E58) (PUBMED:29684280)	8.1e-28
992	COG20_FUNCTION	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family (MutT) (PDB:4V14)	3.2e-45
993	COG20_FUNCTION	COG2861	Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family (YibQ) (PDB:2NLY)	2.3e-63
994	COG20_FUNCTION	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain (CtpA) (PDB:6IQU)	3e-105
995	COG20_FUNCTION	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB (EnvC)	1.3e-48
996	COG20_FUNCTION	COG1576	23S rRNA pseudoU1915 N3-methylase RlmH (RlmH) (PDB:1NS5)	2.8e-38
997	COG20_FUNCTION	COG0799	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits (RsfS) (PDB:6SJ6)	3.4e-32
998	COG20_FUNCTION	COG3791	Uncharacterized conserved protein (PDB:1X6M)	5e-25
999	COG20_FUNCTION	COG3791	Uncharacterized conserved protein (PDB:1X6M)	1.8e-17
1000	COG20_FUNCTION	COG0014	Gamma-glutamyl phosphate reductase (ProA) (PDB:4GHK)	2.2e-143
1001	COG20_FUNCTION	COG0263	Glutamate 5-kinase (ProB) (PDB:2W21)	2.6e-98
1002	COG20_FUNCTION	COG0536	GTPase involved in cell partioning and DNA repair (Obg) (PDB:1LNZ)	1.3e-128
1003	COG20_FUNCTION	COG3324	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)	7e-29
1004	COG20_FUNCTION	COG1670	Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)	5.5e-19
1005	COG20_FUNCTION	COG1670	Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)	2.7e-18
1006	COG20_FUNCTION	COG1670	Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)	1.6e-27
1007	COG20_FUNCTION	COG0211	Ribosomal protein L27 (RpmA) (PDB:1VS6)	6.8e-34
1008	COG20_FUNCTION	COG0261!!!COG3743	Ribosomal protein L21 (RplU) (PDB:1VS6)!!!Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain (H3TH)	3.8e-31
1009	COG20_FUNCTION	COG0625	Glutathione S-transferase (GstA) (PDB:1A0F)	9.8e-53
1010	COG20_FUNCTION	COG2081	Predicted flavoprotein YhiN (YhiN) (PDB:3V76)	3.4e-117
1011	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	2.2e-24
1012	COG20_FUNCTION	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)	1.2e-25
1014	COG20_FUNCTION	COG5001	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	1.1e-138
1015	COG20_FUNCTION	COG5001	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	1.8e-134
1016	COG20_FUNCTION	COG5001	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	2.1e-37
1017	COG20_FUNCTION	COG0567	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes (SucA) (PDB:2JGD)	6.9e-303
1018	COG20_FUNCTION	COG0074	Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)	1e-123
1019	COG20_FUNCTION	COG0045	Succinyl-CoA synthetase, beta subunit (SucC) (PDB:1SCU)	9.2e-163
1020	COG20_FUNCTION	COG0039	Malate/lactate dehydrogenase (Mdh) (PDB:4WLO)	1.3e-143
1021	COG20_FUNCTION	COG2017	Galactose mutarotase or related enzyme (GalM) (PDB:1LUR)	5.7e-10
1022	COG20_FUNCTION	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	2.5e-40
1024	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	3.2e-72
1025	COG20_FUNCTION	COG4977	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)	2.4e-76
1026	COG20_FUNCTION	COG4591	ABC-type transport system involved in lipoprotein release, permease component LolC (LolE) (PDB:6F49)	2e-41
1027	COG20_FUNCTION	COG2801	Transposase InsO and inactivated derivatives (Tra5)	1e-09
1028	COG20_FUNCTION	COG2801	Transposase InsO and inactivated derivatives (Tra5)	4.9e-21
1029	COG20_FUNCTION	COG2801	Transposase InsO and inactivated derivatives (Tra5)	2.5e-104
1030	COG20_FUNCTION	COG3680	Uncharacterized protein, contains GIY-YIG domain	1.6e-72
1031	COG20_FUNCTION	COG3328	Transposase (or an inactivated derivative) (IS285)	6e-38
1032	COG20_FUNCTION	COG3328	Transposase (or an inactivated derivative) (IS285)	2.4e-113
1034	COG20_FUNCTION	COG3093	Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)	3.9e-11
1035	COG20_FUNCTION	COG3549	Plasmid maintenance system killer protein (HigB)	7.1e-18
1036	COG20_FUNCTION	COG1961	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)	1.5e-39
1039	COG20_FUNCTION	COG0558	Phosphatidylglycerophosphate synthase (PgsA) (PDB:4MND)	1.3e-58
1040	COG20_FUNCTION	COG4807	Uncharacterized conserved protein YehS, DUF1456 family (YehS)	1.1e-50
1041	COG20_FUNCTION	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G)	2.7e-108
1042	COG20_FUNCTION	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G)	3.6e-100
1043	COG20_FUNCTION	COG1846	DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)	3.8e-38
1044	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	1.6e-69
1045	COG20_FUNCTION	COG1024	Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)	6.9e-75
1046	COG20_FUNCTION	COG1022	Long-chain acyl-CoA synthetase (AMP-forming) (FAA1)	5.1e-176
1047	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	1.4e-79
1048	COG20_FUNCTION	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG (PhnG) (PDB:4XB6)	6.6e-29
1049	COG20_FUNCTION	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH (PhnH) (PDB:2FSU)	1.8e-29
1050	COG20_FUNCTION	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI (PhnI)	9e-135
1051	COG20_FUNCTION	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)	1.6e-149
1052	COG20_FUNCTION	COG0667!!!COG0673	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family (PdxI) (PDB:1LQA) (PUBMED:32253339)!!!Predicted dehydrogenase (MviM) (PDB:3UUW)	5.7e-140
1053	COG20_FUNCTION	COG0007!!!COG1648	Uroporphyrinogen-III methylase (siroheme synthase) (CysG) (PDB:1PJQ)!!!Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain) (CysG2) (PDB:1PJQ)	2.2e-25
1054	COG20_FUNCTION	COG0642!!!COG2202	Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!PAS domain (PAS) (PDB:2MWG)	1.3e-89
1056	COG20_FUNCTION	COG3287	FIST domain protein MJ1623, contains FIST_N and FIST_C domains (FIST) (PUBMED:17855421)	9.7e-46
1058	COG20_FUNCTION	COG1566	Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO)	9e-71
1059	COG20_FUNCTION	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain (SunT) (PDB:3K8U)	5.3e-100
1062	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	9.8e-26
1063	COG20_FUNCTION	COG0560	Phosphoserine phosphatase (SerB) (PDB:3N28)	1.1e-13
1064	COG20_FUNCTION	COG1488	Nicotinic acid phosphoribosyltransferase (PncB) (PDB:1VLP)	2e-169
1067	COG20_FUNCTION	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway) (YcgM) (PDB:1GTT)	3.6e-62
1068	COG20_FUNCTION	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)	2.6e-51
1069	COG20_FUNCTION	COG0596!!!COG2771	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)!!!DNA-binding transcriptional regulator, CsgD family (CsgD)	2.7e-38
